发起实例,目标实例,互动次数
djsumdog.com,girlboss.gaslight.love,1
pleroma.interhacker.space,social.jvns.ca,1
shigusegubu.club,shigusegubu.club,5
twit.social,twit.social,1
equestria.social,equestria.social,1
patriot.online,patriot.online,2
planetrage.social,nicecrew.digital,1
fedi.jankjellin.se,mastodon.nu,1
eientei.org,freesoftwareextremist.com,1
no-pony.farm,no-pony.farm,1
mstdn.hyogo.jp,mstdn.hyogo.jp,1
machteburch.social,machteburch.social,1
shitpost.cloud,social.vlhl.dev,1
shitpost.cloud,merovingian.club,1
tuusin.misono-ya.info,whinge.town,2
tuusin.misono-ya.info,girlboss.gaslight.love,1
girlboss.gaslight.love,poa.st,3
girlboss.gaslight.love,shitposter.world,4
girlboss.gaslight.love,boymilk.cafe,1
floofy.tech,tiggi.es,1
floofy.tech,tilde.zone,1
floofy.tech,hellspawn.gay,1
social.hardfork.ngo,social.hardfork.ngo,1
clew.lol,eveningzoo.club,2
clew.lol,mugicha.club,2
clew.lol,norwoodzero.net,1
soc.kvet.ch,soc.kvet.ch,1
fedi.reimu.info,social.lybry.net,2
irrsinn.life,irrsinn.life,2
librosphere.fr,librosphere.fr,2
netzsphaere.xyz,shrine.moe,1
netzsphaere.xyz,stereophonic.space,2
miraiverse.xyz,miraiverse.xyz,3
miraiverse.xyz,mas.to,1
mastodon.bida.im,mastodon.bida.im,8
shortstacksran.ch,milker.cafe,1
burnthis.town,burnthis.town,2
shitpost.cloud,freeatlantis.com,1
shitpost.cloud,caekis.love,1
shitpost.cloud,loli.church,1
eientei.org,gameliberty.club,1
netzsphaere.xyz,pl.valkyrie.world,2
mstdn.ca,masto.canadiancivil.com,5
mstdn.ca,toolsforthought.social,2
ani.work,ani.work,2
mastodon.de,mstdn.ca,1
annihilation.social,social.librem.one,4
expressional.social,astrodon.social,1
linfan.moe,brotka.st,1
linfan.moe,minidisc.tokyo,3
eientei.org,whinge.town,1
brain.worm.pink,bark.lgbt,1
tsukihi.me,anarres.family,2
under-bank.blue,under-bank.blue,2
tsukihi.me,mastodon.social,1
tsukihi.me,livellosegreto.it,1
odakyu.app,odakyu.app,1
annihilation.social,toots.tylerdavis.xyz,2
mastodon.stickbear.me,mastodon.online,1
mstdn.ca,dialup.cafe,1
tuusin.misono-ya.info,fsebugoutzone.org,1
mstdn.ca,defcon.social,6
mstdn.ca,kinky.business,1
eveningzoo.club,parcero.bond,2
eveningzoo.club,iddqd.social,1
eveningzoo.club,www.minds.com,1
expressional.social,mastodon.social,3
annihilation.social,psyopshop.com,1
social.vlhl.dev,weirder.earth,1
hacksrus.xyz,toot.cat,2
bagarrosphere.fr,bagarrosphere.fr,1
hacksrus.xyz,goto.fedi.existentialcry.systems,1
tweesecake.social,tweesecake.social,1
netzsphaere.xyz,pl.ebin.zone,1
netzsphaere.xyz,icy.wyvern.rip,1
fedi.absturztau.be,shitposter.world,1
chaosfem.tw,berlin.social,1
chaosfem.tw,infosec.exchange,2
akko.wtf,mastodon.redstonelp2.com,1
mastodon.stickbear.me,mstdn.ca,3
mastodon.stickbear.me,kind.social,1
freesoftwareextremist.com,clubcyberia.co,3
freesoftwareextremist.com,chaos.social,1
freesoftwareextremist.com,fedi.absturztau.be,1
freesoftwareextremist.com,greatape.casa,1
freesoftwareextremist.com,freeatlantis.com,1
freesoftwareextremist.com,cawfee.club,1
allovertheplace.ca,mastodon.stickbear.me,9
podcastindex.social,podcastindex.social,1
fe.disroot.org,shitpost.poridge.club,1
fe.disroot.org,mastodon.social,1
fe.disroot.org,toot.community,1
dopamine.social,dopamine.social,1
dpw.social,dpw.social,1
post.syobon.net,post.syobon.net,3
fediverse.keithzg.ca,retro.social,1
utopia.cool,utopia.cool,1
mstdn.ca,sportsfeed.me,2
otr.rocks,noauthority.social,1
fwoof.space,fwoof.space,2
mstdn.ca,jazztodon.com,1
mstdn.ca,bird.makeup,6
x0r.be,x0r.be,2
mstdn.ca,researchbuzz.masto.host,2
mstdn.ca,toot.bldrweb.org,1
podcasts.social,podcasts.social,7
akko.drgn.gay,glauca.space,1
akko.drgn.gay,social.noyu.me,1
jawns.club,jawns.club,1
fedi.feministwiki.org,a.bloodyno.se,1
mstdn.ca,tapbots.social,3
mstdn.ca,phpc.social,2
mstdn.ca,antisocial.existentialdread.com,1
mstdn.ca,podcastindex.social,1
mstdn.ca,chaosfem.tw,3
fe.disroot.org,quietplace.xyz,1
mastodon.de,soc.utzer.de,1
void.lgbt,transfem.social,4
mastodon.fozztexx.com,mastodon.fozztexx.com,9
clew.lol,noauthority.social,2
clew.lol,wolfgirl.bar,1
social.keiths-place.com,social.keiths-place.com,1
as89.it,mstdn.social,1
mstdn.ca,fedi.freakshit.org,1
mstdn.ca,mcr.wtf,2
donotsta.re,wandering.shop,1
orwell.fun,mastodon.social,1
orwell.fun,mastodon.cisti.org,1
fedi.absturztau.be,netzsphaere.xyz,4
fedi.absturztau.be,ak.kyaruc.moe,1
eveningzoo.club,5dollah.click,1
brain.worm.pink,cawfee.club,3
brain.worm.pink,fsebugoutzone.org,2
decayable.ink,honk.moe,3
dementedandsadbut.social,dementedandsadbut.social,1
dmv.community,dmv.community,5
norwoodzero.net,honk.moe,1
pkteerium.xyz,shitposter.world,1
pkteerium.xyz,shitpost.cloud,1
pkteerium.xyz,clubcyberia.co,1
dobbs.town,dobbs.town,2
social.tudbut.de,mastodon.social,1
mstdn.ca,wikis.world,1
mstdn.ca,libretooth.gr,1
djsumdog.com,sfba.social,1
spinster.xyz,merovingian.club,1
mstdn.ca,the-crossroads-inn.com,1
mstdn.ca,layer8.space,2
social.xenofem.me,mk.absturztau.be,1
tutoteket.no,tutoteket.no,2
mstdn.ca,mastodon.hermitcollective.net,1
mstdn.ca,pleroma.anduin.net,1
udongein.xyz,msky.snfsx.xyz,1
udongein.xyz,meow.social,1
ak.kazuma.family,wetdry.world,1
tuusin.misono-ya.info,lain.com,1
tuusin.misono-ya.info,mstdn.starnix.network,3
tldr.nettime.org,tldr.nettime.org,2
toot.funami.tech,toot.funami.tech,1
florp.social,chaos.social,1
florp.social,mk.absturztau.be,1
mastodon.motcha.tech,mastodon.motcha.tech,2
archaeo.social,archaeo.social,3
fe.disroot.org,friends.grishka.me,1
seal.cafe,lain.com,1
class.lunanova.dev,fedi.layer02.net,1
brain.worm.pink,chaosfem.tw,1
social.xenofem.me,movsw.0x0.st,1
indg.club,indg.club,2
mstdn.ca,peoplemaking.games,1
boymilk.cafe,lizards.live,1
netzsphaere.xyz,ebiverse.social,2
mstdn.ca,squawk.mytransponder.com,1
spinster.xyz,lab.nyanide.com,1
mstdn.ca,securitycafe.ca,1
mstdn.ca,hugz.online,3
mstdn.ca,dair-community.social,1
meteo.social,meteo.social,1
aisler.social,aisler.social,1
eveningzoo.club,ak.kyaruc.moe,1
fops.cloud,mk.absturztau.be,1
mstdn.ca,posts.jacobhaddon.com,1
gardenstate.social,gardenstate.social,2
lgbt.io,lgbt.io,2
federatedfandom.net,federatedfandom.net,5
mstdn.science,mstdn.science,3
awscommunity.social,awscommunity.social,3
mastodon.tetaneutral.net,mastodon.tetaneutral.net,1
mastodos.com,mastodos.com,1
schelling.pt,schelling.pt,1
mstdn.in.th,mstdn.in.th,1
post.ebin.club,pleroma.soykaf.com,1
rheinhessen.social,rheinhessen.social,1
est.social,est.social,1
physchem.science,physchem.science,1
wx.social,wx.social,1
furry.energy,furry.energy,1
mastodon.esmevane.com,mastodon.esmevane.com,1
social.overheid.nl,social.overheid.nl,1
social.gl-como.it,eigenmagic.net,1
chillpeep.zone,chillpeep.zone,1
frankenwolke.com,frankenwolke.com,1
fedi.nlpagan.net,mastodon.online,1
social.bitfolk.com,social.bitfolk.com,1
pars.ee,pars.ee,1
366.koyomi.online,366.koyomi.online,1
majestic12.airforce,parcero.bond,1
ma.rerac.dev,ma.rerac.dev,1
mastodon.delroth.net,mastodon.delroth.net,1
fedi.bapril.pl,fedi.bapril.pl,1
pl.pube.tk,freesoftwareextremist.com,1
toot-toot.wyrihaxim.us,toot-toot.wyrihaxim.us,1
gamerplus.org,gamerplus.org,1
pleroma.breizh.pm,mamot.fr,1
arthropod.social,arthropod.social,1
thoresson.social,thoresson.social,3
social.jsteuernagel.de,social.jsteuernagel.de,2
fedi.munir.tokyo,mugicha.club,1
doesstuff.social,doesstuff.social,1
thepage.house,social.linux.pizza,2
aberrantwinds.bond,aberrantwinds.bond,1
masto.glorious-space.eu,masto.glorious-space.eu,1
kapteinis.lv,kapteinis.lv,1
dasgelobteland.art,m.otter.homes,1
justbros.xyz,poa.st,1
ilbery.family,ilbery.family,1
hub.azkware.net,mstdn.mx,1
pleroma.oook.fr,mast.eu.org,1
fediverse.wesnoth.org,lor.sh,1
akkoma.jonoabroad.com,eigenmagic.net,1
m.luvz.me,m.luvz.me,1
pleroma.skeptikon.fr,pleroma.skeptikon.fr,1
dekkia.com,dekkia.com,4
posts.jacobhaddon.com,mastodon.social,1
gei.st,radiosocial.de,1
mstdn.hostdon.jp,mstdn.hostdon.jp,1
awawa.cat,plasmatrap.com,1
mrcippy.xyz,mrcippy.xyz,1
mastodon.rpicloud.de,mastodon.rpicloud.de,1
wall.demouliere.eu,mastodon.mim-libre.fr,1
social.paulderaaij.nl,social.paulderaaij.nl,1
pl.noob.quest,ak.vern.cc,1
blog.stegemann.de,blog.stegemann.de,1
solarsystem.social,solarsystem.social,1
pizza.enby.city,pizza.enby.city,3
puzich.social,puzich.social,2
dlvn.cc,dlvn.cc,1
infrastruct.social,infrastruct.social,3
nautical.social,nautical.social,1
butisit.gay,channel.coolstation.space,1
fed.xnor.in,mastodon.art,1
akkoma.dogphilosophy.net,mas.to,1
bbq.golf,bbq.golf,1
information.garden,information.garden,1
social.asturias.red,social.asturias.red,2
mastodon.chabal.es,mastodon.chabal.es,1
fedi.vale.rocks,fosstodon.org,1
mastodon.ameo.dev,mastodon.ameo.dev,1
social.snamellit.com,infosec.exchange,1
magentix.space,mastodon.sdf.org,1
deep13.social,vmst.io,1
what.entire.website,mammut.sekhen.com,1
social.drenth.xyz,social.drenth.xyz,1
social.mynacol.xyz,social.jsteuernagel.de,1
social.moricorp.xyz,social.moricorp.xyz,1
strings.io,toot.cat,1
social.jpleite.eu,queer.party,1
social.ferrous-systems.com,social.ferrous-systems.com,1
social.briankoopman.com,social.briankoopman.com,1
catgirls.party,mastodon.social,1
fedi.lukejohns.online,fedi.lukejohns.online,1
stlouist.social,stlouist.social,1
foody.social,foody.social,1
mastodon.bellverse.xyz,mastodon.bellverse.xyz,1
akkoma.junkyard.systems,tiny.tilde.website,1
goatdaddy.net,bsd.network,1
social.jlamothe.net,mastodon.social,1
floof.org,mastodon.social,1
exoticmelons.com,kolektiva.social,1
fedi.j62.de,loma.ml,1
qoto.org,qoto.org,1
void.lgbt,sakurajima.social,2
social.shadowkat.net,catboy.baby,3
colearn.social,colearn.social,3
shortstacksran.ch,shitpost.cloud,1
friendica.eskimo.com,snac.bsd.cafe,1
boymilk.cafe,boymilk.cafe,5
boymilk.cafe,hollow.raccoon.quest,2
boymilk.cafe,gameliberty.club,1
boymilk.cafe,brain.worm.pink,1
pl.dav1d.xyz,social.sveken.au,1
pl.dav1d.xyz,hollow.raccoon.quest,1
akk.fedcast.ch,base.nospy.net,1
social.logsequenz.de,social.logsequenz.de,3
social.kyaru.xyz,social.kyaru.xyz,1
mk.hoshisaki-h.com,mk.hoshisaki-h.com,4
whinge.town,clew.lol,2
corteximplant.net,masto.nobigtech.es,1
pleroma.tenjuu.net,pleroma.tenjuu.net,1
fedi.furfag.biz,girlboss.gaslight.love,2
mstdn.ca,ellieayla.net,1
mstdn.ca,glammr.us,1
oomfie.city,haunted.computer,5
oomfie.city,social.xenofem.me,3
post.ebin.club,shigusegubu.club,1
mstdn.animexx.de,mstdn.animexx.de,1
soc.umrath.net,soc.umrath.net,1
assortedflotsam.com,assortedflotsam.com,1
shitposter.world,cum.salon,2
weatherishappening.network,weatherishappening.network,2
junimo.party,mastodon.lubar.me,1
entropysource.ru,entropysource.ru,1
opencoaster.net,opencoaster.net,1
mastodon.blaede.family,mastodon.blaede.family,2
tuusin.misono-ya.info,pl.starnix.network,1
social.shadowfacts.net,mastodon.social,1
synapse.cafe,beige.party,1
mstdn.ca,hulvr.com,1
shitposter.world,eientei.org,2
shitposter.world,boymilk.cafe,2
shitposter.world,noauthority.social,2
shitposter.world,mk.gabe.rocks,1
shitposter.world,netzsphaere.xyz,3
shitpost.cloud,breastmilk.club,1
yggdrasil.social,detroitriotcity.com,2
yggdrasil.social,lab.nyanide.com,1
social.nah.re,social.nah.re,1
mystech.ink,mystech.ink,1
shitposter.world,fsebugoutzone.org,6
shitposter.world,queer.hacktivis.me,4
shitposter.world,soc.port0.org,1
shitposter.world,wolfgirl.bar,1
shitposter.world,lab.nyanide.com,2
shitposter.world,brotka.st,3
piggo.space,pleroma.viridianpatriots.com,1
social.adm.ink,social.adm.ink,2
gotf.at,gotf.at,1
final.town,labyrinth.zone,1
gearlandia.haus,detroitriotcity.com,2
detroitriotcity.com,lab.nyanide.com,1
detroitriotcity.com,gearlandia.haus,2
detroitriotcity.com,pieville.net,1
tomkahe.com,mastodon.online,1
shortstacksran.ch,eveningzoo.club,1
mstdn.ca,writing.exchange,2
mstdn.ca,cyberplace.social,3
social.xenofem.me,social.vlhl.dev,1
void.lgbt,fearness.org,1
planetrage.social,mk.spook.social,1
detroitriotcity.com,ak.kyaruc.moe,1
tuiter.rocks,tuiter.rocks,1
masto.ink,social.noleron.com,1
amala.schwartzwelt.xyz,mitra.taihou.website,3
amala.schwartzwelt.xyz,poa.st,6
agora.echelon.pl,mas.to,1
mastodon.fightforthefuture.org,mastodon.fightforthefuture.org,1
growers.social,growers.social,4
mi.ap-log.net,mi.ap-log.net,3
stfate.site,stfate.site,2
mastodon.roundpond.net,mastodon.roundpond.net,2
dair-community.social,dair-community.social,1
fedi.lecturify.net,fedi.lecturify.net,2
social.fringesec.ca,social.fringesec.ca,2
mastodon.publicinterest.town,mastodon.publicinterest.town,2
msky.haruyjsn.net,msky.haruyjsn.net,1
pleroma.tcweb.org,mastodon.world,1
soc.hardwarepunk.de,mastodon.social,1
ak.lavenderfield.xyz,mewmew.moe,1
fedi.inclementaviary.uk,social.andreva.cc,2
smuganimeavatar.xyz,girlboss.gaslight.love,1
ak.uwu.is,meow.woem.cat,1
fedi.getimiskon.xyz,kafeneio.social,2
chaosfem.tw,sharkey.stellar.gay,2
eveningzoo.club,strelizia.net,1
girlboss.gaslight.love,mai.waifuism.life,4
social.immibis.com,chaos.social,1
social.wedistribute.org,indieweb.social,1
social.wedistribute.org,social.binarydad.com,1
sigmoid.social,sigmoid.social,4
pleroma.anduin.net,pleroma.anduin.net,2
floof.org,fursuits.online,1
mastodo.neoliber.al,mastodo.neoliber.al,3
rocktriste.club,rocktriste.club,1
gearlandia.haus,nicecrew.digital,7
ill.moe,dice.camp,1
clew.lol,clew.lol,8
clew.lol,shitposter.world,4
clew.lol,greatape.casa,2
clew.lol,pl.valkyrie.world,1
clew.lol,caekis.love,1
boymilk.cafe,netzsphaere.xyz,1
girlboss.gaslight.love,social.xenofem.me,1
mstdn.ca,botsin.space,1
java.duke.social,talk.marq42.xyz,1
nlogic.systems,nlogic.systems,1
slon.jmq.cz,chaos.social,1
notvery.social,notvery.social,1
social.fricklers.org,mastodontech.de,1
fedi.sphericalcow.space,beige.party,1
mstdn.ca,macaw.social,1
masto.lema.org,masto.lema.org,1
bemrose.social,boop.city,2
bemrose.social,liberal.city,1
mstdn.ca,social.librem.one,1
mstdn.ca,epsilon-ix.masto.host,3
charade.social,social.wedistribute.org,1
netzsphaere.xyz,wl0.9ch.nl,1
mstdn.ca,geeknews.chat,1
mstdn.ca,social.sachachua.com,1
mstdn.ca,towns.gay,1
mstdn.ca,labyrinth.zone,1
yourwalls.today,woem.men,1
yourwalls.today,social.translunar.academy,1
tuusin.misono-ya.info,tuusin.misono-ya.info,8
brain.worm.pink,social.linux.pizza,1
trilobite.space,trilobite.space,1
poliverso.org,livellosegreto.it,2
hellspawn.gay,kitsunes.club,2
hellspawn.gay,bark.lgbt,1
hellspawn.gay,enby.life,1
hellspawn.gay,catwithaclari.net,1
friendica.ca,hachyderm.io,1
mastodon.despise.computer,mastodon.despise.computer,1
annihilation.social,neon.nightbulb.net,1
annihilation.social,social.fbxl.net,2
social.pancakesontuesday.com,social.pancakesontuesday.com,2
fedi.furfag.biz,hai.z0ne.social,1
fedi.furfag.biz,eientei.org,2
fedi.furfag.biz,djsumdog.com,1
chaosfem.tw,chaos.social,2
clew.lol,ebiverse.social,1
mstdn.ca,masto.es,1
mstdn.ca,podvibes.co,1
annihilation.social,stereophonic.space,1
annihilation.social,mai.waifuism.life,1
postnstuffds.lol,clew.lol,3
postnstuffds.lol,majestic12.airforce,1
mstdn.ca,gamepad.club,2
mstdn.ca,shmg.online,2
brain.worm.pink,outerheaven.club,1
brain.worm.pink,transmom.love,1
mastodon.de,wehavecookies.social,1
pleroma.soykaf.com,pleroma.soykaf.com,2
pleroma.soykaf.com,pl.kotobank.ch,1
pleroma.soykaf.com,toot.berlin,1
is.badat.dev,is.badat.dev,3
fops.cloud,hollow.raccoon.quest,1
social.mynacol.xyz,infosec.exchange,2
gamerstavern.online,gamerstavern.online,1
mastodon.de,zug.network,1
mastodon.de,mstdn.social,1
mastodon.kotet.jp,mastodon.kotet.jp,1
social.net.ua,masto.ai,1
akk.fedcast.ch,skeptics.social,1
akk.fedcast.ch,mastodon.social,4
ffxiv-mastodon.com,ffxiv-mastodon.com,2
seal.cafe,clew.lol,2
pl.kitsunemimi.club,clew.lol,1
snac.lin.moe,snac.lin.moe,2
bertha.social,bertha.social,1
furries.club,furries.club,3
girlboss.gaslight.love,shitpost.cloud,1
class.lunanova.dev,shitposter.world,1
girlboss.gaslight.love,detroitriotcity.com,1
soapbox.midwaytrades.com,noauthority.social,1
amala.schwartzwelt.xyz,the.asbestos.cafe,1
aipub.social,aipub.social,5
amala.schwartzwelt.xyz,misskey.yandere.love,1
social.tudbut.de,chaos.social,1
eientei.org,eveningzoo.club,1
mstdn.ca,eightpoint.app,2
mstdn.ca,bne.social,2
mstdn.ca,tenforward.social,6
expressional.social,nton.cx,1
mastodon.gougere.fr,mastodon.gougere.fr,2
donotsta.re,cutie.city,1
mstdn.ca,bananachips.club,2
mstdn.ca,neko.cat,1
chaosfem.tw,mastodon.nl,2
mstdn.ca,toot.dusepo.co.uk,1
mielke.social,mielke.social,1
mastodon.ecnelises.com,mastodon.ecnelises.com,1
nkantar.social,nkantar.social,2
skol.social,skol.social,5
fedi.reimu.info,mas.to,1
masto.gregnewman.io,masto.gregnewman.io,1
social.anufrij.de,social.anufrij.de,1
social.genya0407.link,social.genya0407.link,3
mstdn.ca,corneill.es,1
mstdn.ca,mastodon.roundpond.net,1
soc.jra.sh,ciberlandia.pt,1
fe.disroot.org,fe.disroot.org,3
udongein.xyz,mastodon.ml,1
mstdn.ca,forall.social,1
mstdn.ca,pxlmo.com,1
wienermobile.rentals,wienermobile.rentals,2
brain.worm.pink,twipped.social,1
eveningzoo.club,mugicha.club,10
eveningzoo.club,ebiverse.social,2
eveningzoo.club,shitpost.cloud,1
tuusin.misono-ya.info,shitpost.cloud,3
tuusin.misono-ya.info,varishangout.net,1
tuusin.misono-ya.info,nicecrew.digital,1
tuusin.misono-ya.info,wl0.9ch.nl,1
tuusin.misono-ya.info,post.ebin.club,2
tuusin.misono-ya.info,clubcyberia.co,1
tuusin.misono-ya.info,pl.ebin.zone,1
tuusin.misono-ya.info,cawfee.club,2
mstdn.ca,maly.io,1
netzsphaere.xyz,lizards.live,2
eveningzoo.club,mostr.pub,1
eveningzoo.club,social.bau-ha.us,1
mstdn.ca,fiera.social,1
shigusegubu.club,post.ebin.club,1
decayable.ink,wolfgirl.bar,2
decayable.ink,www.minds.com,1
56k.dile-up.nl,akko.wtf,1
mstdn.ca,sharkey.stellar.gay,1
mastodon.de,toot.berlin,1
mastodon.de,mk.absturztau.be,2
expressional.social,miau.jeder.pl,2
expressional.social,toot.kuba-orlik.name,1
detroitriotcity.com,eveningzoo.club,1
en.osm.town,en.osm.town,16
eientei.org,social.autism.net.ru,1
eientei.org,cum.salon,1
jasette.facil.services,jasette.facil.services,1
mstdn.ca,hellions.cloud,1
mstdn.ca,agora.echelon.pl,1
void.lgbt,fedi.bungle.online,1
mstdn.ca,blahaj.zone,2
fedi.furfag.biz,mitra.taihou.website,2
mstdn.ca,micro.sadlerjw.com,2
mstdn.ca,front-end.social,1
seal.cafe,www.minds.com,1
clew.lol,misskey.yandere.love,1
brain.worm.pink,greatape.casa,2
ak.ari.lt,kitsunes.club,1
ak.ari.lt,labyrinth.zone,1
ak.ari.lt,toot.kif.rocks,1
ak.ari.lt,social.theycallhermax.tech,1
ak.ari.lt,social.treehouse.systems,1
ak.ari.lt,xyzzy.link,1
spinster.xyz,annihilation.social,1
socially.drinkingatmy.computer,stereophonic.space,1
pleroma.breizh.pm,mastodon.social,1
social.wedistribute.org,mastodon.online,1
musicworld.social,musicworld.social,3
shigusegubu.club,mastodon.cloud,1
shigusegubu.club,pl.valkyrie.world,1
brain.worm.pink,woem.men,1
mstdn.ca,scicomm.xyz,1
mstdn.ca,syzito.xyz,1
mstdn.ca,toot.pikopublish.ing,1
inanimate.brainworms.nl,fedi.fabrykajabo.li,1
mstdn.ca,social.chatty.monster,2
social.data.coop,social.data.coop,2
epsom.social,epsom.social,1
annihilation.social,icy.wyvern.rip,1
annihilation.social,gigaohm.bio,2
annihilation.social,gameliberty.club,1
lewacki.space,lewacki.space,5
girlboss.gaslight.love,eveningzoo.club,2
pandapla.net,pandapla.net,8
floofy.tech,scalie.club,2
connectified.com,connectified.com,3
mstdn.b-shock.org,mstdn.b-shock.org,1
mstdn.ca,ngmx.com,1
mstdn.ca,mycrowd.ca,1
mstdn.ca,metalhead.club,1
rockcd.jp,rockcd.jp,4
a2mi.social,a2mi.social,3
eientei.org,freeatlantis.com,2
netzsphaere.xyz,parcero.bond,1
netzsphaere.xyz,noauthority.social,2
social.tudbut.de,tech.lgbt,1
shortstacksran.ch,regenerate.social,1
kooapp.org,wizard.casa,1
shitpost.cloud,bitbang.social,1
socially.drinkingatmy.computer,fedi.furfag.biz,1
socially.drinkingatmy.computer,princess.wedding,1
socially.drinkingatmy.computer,shitposter.world,1
expressional.social,60228.dev,1
brettvormkopf.de,brettvormkopf.de,1
soc.rnrd.eu,infosec.exchange,1
post.ebin.club,pl.ebin.zone,1
freesoftwareextremist.com,eientei.org,1
9kb.me,9kb.me,6
whinge.town,shrine.moe,1
federated.saagarjha.com,mastodon.social,2
freesoftwareextremist.com,mastodon.nzoss.nz,1
freesoftwareextremist.com,sacred.harpy.faith,4
gearlandia.haus,wolfgirl.bar,2
chaosfem.tw,union.place,1
chaosfem.tw,blob.love,1
spaceup.city,spaceup.city,1
mstdn.ca,iaccessibility.social,2
mstdn.ca,mast.lat,1
mstdn.ca,bitbang.social,1
mastodon.stickbear.me,pagan.plus,1
gigaohm.bio,stream.gigaohm.bio,2
butisit.gay,lilypad.frogge.cafe,1
girlboss.gaslight.love,socially.drinkingatmy.computer,3
girlboss.gaslight.love,shota.house,3
girlboss.gaslight.love,wetdry.world,1
social.freedom.press,social.freedom.press,10
crumb.lt,ak.ari.lt,2
whinge.town,gearlandia.haus,1
girlboss.gaslight.love,majestic12.airforce,1
mstdn.ca,masto.nyc,1
mstdn.ca,pdx.social,1
mstdn.ca,vis.social,1
chaosfem.tw,hackers.town,1
akko.wtf,mk.absturztau.be,3
annihilation.social,pl.kotobank.ch,2
social.nomagic.uk,social.nomagic.uk,2
bahn.social,bahn.social,1
ruhrpott.social,ruhrpott.social,1
caneandable.social,caneandable.social,1
mstdn.ca,shredderfood.com,1
mstdn.ca,pnw.zone,1
mstdn.ca,my-spaces.social,1
mstdn.ca,dobbs.town,2
annihilation.social,astrodon.social,1
clew.lol,eientei.org,2
mstdn.ca,donotsta.re,1
mstdn.ca,furry.engineer,1
corteximplant.net,corteximplant.com,1
corteximplant.net,xarxa.cloud,2
corteximplant.net,masto.ai,1
nationalist.social,nationalist.social,1
byteheaven.net,byteheaven.net,1
akko.isabelroses.com,catgirl.farm,1
czinege.social,czinege.social,1
fe.disroot.org,social.nekoea.red,1
fe.disroot.org,mastodon.online,1
mstdn.ca,mastodon.ar.al,1
mstdn.ca,bsd.network,4
mstdn.ca,social.butnot.today,1
social.mochi.academy,social.mochi.academy,1
norwoodzero.net,ak.kyaruc.moe,1
catgirls.party,social.tadzik.net,1
declin.eu,soc.sekundenklebertransportverbot.de,1
tuusin.misono-ya.info,sacred.harpy.faith,27
tuusin.misono-ya.info,declin.eu,1
wspanialy.eu,pol.social,1
friendica.hellquist.eu,friendica.hellquist.eu,1
lain.com,mk.absturztau.be,1
mastodon.monoceros.co.za,mastodon.monoceros.co.za,1
pleroma.1of444.top,ak.kyaruc.moe,1
mastodon.murkworks.net,mastodon.murkworks.net,4
mstdn.ca,fed.interfree.ca,1
mstdn.ca,goblin.camp,1
mstdn.ca,indieauthors.social,1
mstdn.ca,wellduck.me,1
expressional.social,friend.camp,1
expressional.social,octodon.social,1
expressional.social,pagan.plus,1
mstdn.ca,procrastodon.net,1
mstdn.ca,social.wildeboer.net,2
junimo.party,mastodon.cloud,2
junimo.party,mastodon.social,1
56k.dile-up.nl,56k.dile-up.nl,2
void.lgbt,woem.men,1
fanfare.horse,fanfare.horse,1
mastodon.de,squeet.me,1
mastodon.de,jvm.social,1
soc.punktrash.club,soc.kouett.net.eu.org,1
soc.punktrash.club,soc.punktrash.club,1
ak.ari.lt,troet.cafe,2
mastodon.stickbear.me,mstdn.social,1
mstdn.ca,mastodon.laurenweinstein.org,1
brain.worm.pink,fedi.layer02.net,1
brain.worm.pink,fedi.furfag.biz,2
hellspawn.gay,social.fbxl.net,1
annihilation.social,mugicha.club,6
librosphere.fr,rebel.ar,6
librosphere.fr,mastodon.online,1
historians.social,historians.social,3
kinkyelephant.com,kinkyelephant.com,1
toot.aquilenet.fr,toot.aquilenet.fr,1
akko.wtf,layer8.space,1
iscute.moe,iscute.moe,1
loma.ml,missocial.de,1
dansu.org,retro.social,1
mastoart.social,mastoart.social,1
talkedabout.social,talkedabout.social,1
comp.lain.la,yourwalls.today,1
lounge.town,lounge.town,1
toots.dgplug.org,toots.dgplug.org,1
elephantelephantelephant.com,elephantelephantelephant.com,1
neenster.org,spinster.xyz,1
mu.zaitcev.nu,shitposter.world,1
xn--p1abe3d.xn--80asehdb,varishangout.net,2
snack.social,oldbytes.space,1
pouet.couchet.org,pouet.couchet.org,1
status.sexyferret.science,woem.men,1
social.kernel.org,pkutalk.com,1
art-software.fr,antabaka.me,1
nyan.network,plush.city,1
fedi.simonwillison.net,fedi.simonwillison.net,2
schmaker.eu,mstdn.social,1
lasersword.club,lasersword.club,1
mstdn.mrmts.com,mstdn.mrmts.com,1
ordinary.cafe,ordinary.cafe,1
hayu.sh,hayu.sh,1
social.gemnoc.ca,mobiliteactive.org,1
fabler.su,mastodon.online,1
a.nti.social,mastodon.social,1
micro.deadringing.blog,micro.deadringing.blog,1
sy.nthia.dev,sy.nthia.dev,2
cute.is,cute.is,1
friends.librescrum.org,chaos.social,1
altelectron.org.uk,pleroma.anduin.net,1
higher-edu.social,higher-edu.social,2
yetanother.place,yetanother.place,1
pleroma.xeno.darksair.org,pleroma.xeno.darksair.org,1
fedi.xaloc.space,masto.es,1
iconfactory.world,iconfactory.world,1
abyssdomain.expert,abyssdomain.expert,1
couch.beerriot.com,hachyderm.io,1
social.joshthomas.dev,social.joshthomas.dev,1
mastodon.kurau.tokyo,mastodon.kurau.tokyo,1
