发起实例,目标实例,互动次数
social.mango.vg,infosec.exchange,1
m.yyilmaz.com.tr,infosec.exchange,1
omg.sayitditto.net,infosec.exchange,1
social.sandervankasteel.nl,infosec.exchange,1
social.abolivier.bzh,infosec.exchange,1
mastoart.social,paquita.masto.host,1
masto.nu,paquita.masto.host,1
systemli.social,mastodon.de,1
wandering.shop,mastodon.de,1
social.newt.li,mastodon.de,1
donotsta.re,mastodon.de,1
mapstodon.space,pouet.chapril.org,1
plantex.top,pouet.chapril.org,1
craftopi.art,pouet.chapril.org,2
mastodon.gamedev.place,pouet.chapril.org,1
m.nintendojo.fr,pouet.chapril.org,1
loutre.info,pouet.chapril.org,1
tooter.social,pouet.chapril.org,1
tooting.ch,pouet.chapril.org,1
martianbase.net,hachyderm.io,2
mastonederland.nl,mastodon.green,1
mastodon.colincogle.name,mastodon.green,1
queer.group,mastodon.green,1
exile.social,mastodon.green,1
fedia.io,mastodon.green,1
mastodon.pnpde.social,hachyderm.io,2
social.yob.id.au,hachyderm.io,1
social.bim.land,hachyderm.io,1
osna.social,mastodon.scot,1
wetdry.world,mastodon.scot,1
woem.men,corteximplant.com,1
p.girlc.at,brain.worm.pink,1
pawb.fun,brain.worm.pink,1
pl.dav1d.xyz,brain.worm.pink,1
social.violoncello.ch,chaos.social,1
emeraldsocial.org,famichiki.jp,1
mi.nakn.jp,iyasaretai.pw,1
autonomous.zone,norrebro.space,1
machteburch.social,podcasts.social,2
openbiblio.social,podcasts.social,1
social.flipdot.org,podcasts.social,1
mastodon.gamedev.place,woof.tech,1
misskey.io,arc-en-ciel.hostdon.ne.jp,1
m.tkw.fm,arc-en-ciel.hostdon.ne.jp,1
chin-co-ne.co,arc-en-ciel.hostdon.ne.jp,3
amefur.asia,arc-en-ciel.hostdon.ne.jp,1
mastodon.social,mastodon.cattail.uk,1
mi.moris.day,social.mikutter.hachune.net,1
monads.online,wetdry.world,3
voskey.icalo.net,social.mikutter.hachune.net,1
fosstodon.org,mastodontech.de,2
wien.rocks,pfalz.social,1
die-partei.social,pfalz.social,1
friendica.andreaskilgus.de,pfalz.social,1
mastodontech.de,pfalz.social,1
chaos.social,pfalz.social,1
libera.site,mastodon.ozioso.online,1
shark.fedinet.de,chaos.social,1
dpm.social,mastodon.art,1
mastoot.fr,mastodon.art,1
paquita.masto.host,defcon.social,3
framapiaf.org,defcon.social,1
mastodon.art,defcon.social,2
masto.ai,defcon.social,1
mastorol.es,defcon.social,2
social.anartist.org,defcon.social,1
social.treehouse.systems,defcon.social,1
mastodon.nz,defcon.social,1
social.vivaldi.net,defcon.social,1
fosstodon.org,defcon.social,1
social.tchncs.de,defcon.social,1
social.brucknerite.net,defcon.social,1
cupoftea.social,defcon.social,1
sharkey.peaceful.social,mastodon.art,2
misskey.de,mastodon.art,1
aschaffenburg.social,mastodon.art,1
social.daleth.cafe,mastodon.art,1
troet.social,mastodon.art,1
bahn.social,mastodon.art,2
swingset.social,beige.party,1
meerjungfrauengrotte.de,beige.party,2
bdx.town,beige.party,2
provably.online,digipres.club,10
asentientbot.ca,digipres.club,1
social.c1710.de,digipres.club,1
alpha.polymaths.social,digipres.club,1
bumscode.com,digipres.club,1
ioc.exchange,digipres.club,1
freedomofspee.ch,digipres.club,1
pleroma.skeptikon.fr,beige.party,1
pony.social,beige.party,1
toot.beep.computer,beige.party,1
diaspodon.fr,beige.party,1
m.nintendojo.fr,beige.party,1
nixos.paris,beige.party,1
akk.de-lacom.be,beige.party,1
social.taker.fr,beige.party,1
mastodon.parleur.net,beige.party,1
lavraievie.social,beige.party,1
bookwor.ms,vocalodon.net,1
bookwor.ms,pokemon.mastportal.info,1
crumb.lt,ohai.social,2
kinky.business,milker.cafe,1
dobbs.town,troet.cafe,1
gulp.cafe,troet.cafe,1
eightpoint.app,troet.cafe,1
mastodon.publicinterest.town,troet.cafe,1
rants.au,troet.cafe,1
social.scribblers.club,troet.cafe,1
legal.social,sfba.social,1
thepage.house,sfba.social,1
mn.siru.tokyo,social.mikutter.hachune.net,1
glammr.us,urusai.social,1
furry.engineer,urusai.social,1
creature.social,wetdry.world,1
mstdn.fedi.kirigiri.me,wetdry.world,1
puppo.space,wetdry.world,1
quack.social,wetdry.world,1
gts.aylamz.me,wetdry.world,1
ma.fellr.net,wetdry.world,1
mastodon.miicat.eu,wetdry.world,1
gts.lumaeris.com,wetdry.world,1
10mb.social,wetdry.world,1
cryofault.social,wetdry.world,1
blob.cat,wetdry.world,1
mas.to,void.lgbt,1
floofy.tech,void.lgbt,1
jerma.party,void.lgbt,1
cawfee.club,social.xenofem.me,3
worldkey.io,oddprocess.social,1
elekk.xyz,oddprocess.social,1
regenerate.social,kind.social,2
body.social,wank.social,2
mastodon.online,jawns.club,1
shakedown.social,jawns.club,1
mstdn.social,jawns.club,1
twit.social,social.horrorhub.club,4
writing.exchange,social.horrorhub.club,1
mstdn.ca,social.horrorhub.club,2
mstdn.party,social.horrorhub.club,3
disabled.social,social.horrorhub.club,2
libranet.de,social.horrorhub.club,1
mefi.social,realsocial.life,2
retro.pizza,realsocial.life,3
mstdn.plus,realsocial.life,2
tenforward.social,realsocial.life,2
mstdn.social,realsocial.life,4
lingo.lol,realsocial.life,7
mindly.social,realsocial.life,1
newsie.social,realsocial.life,2
drk.network,universeodon.com,1
mathstodon.xyz,pynews.com.br,1
social.linux.pizza,realsocial.life,2
techhub.social,realsocial.life,2
mastodon.longlandclan.id.au,ohai.social,1
bsd.network,realsocial.life,1
know.me.uk,mstdn.social,1
fedi.erabo.de,mstdn.social,2
left-tusk.com,mstdn.social,1
signal.dadalo.pl,mstdn.social,1
tusky.town,mstdn.social,1
friendica.a-zwenkau.de,mstdn.social,1
xn--baw-joa.social,mstdn.social,1
shredderfood.com,mstdn.ca,1
mastodon.infrageeks.social,mstdn.ca,1
social.saarland,mstdn.ca,1
mastodon.rubywhite.com,mstdn.ca,1
gimmeloli.top,pawoo.net,1
fed.sakuyo.net,mastodon.online,1
crumb.lt,mastodon.world,1
toot.lgbt,mastodon.nl,1
mstdn.sublimer.me,infosec.exchange,1
mas.gordons.gen.nz,fosstodon.org,1
saltylike.us,fosstodon.org,1
hates.company,fosstodon.org,1
nlogic.systems,fosstodon.org,1
mastodon.stevesworld.co,fosstodon.org,1
toot.cat,glaceon.social,1
meemu.org,glaceon.social,1
dftba.club,glaceon.social,1
social.critter.camp,glaceon.social,1
deadinsi.de,glaceon.social,1
4bear.com,famichiki.jp,2
toot.wales,famichiki.jp,1
bitbang.social,famichiki.jp,1
freerobuxextremist.com,decayable.ink,1
greatape.casa,yourwalls.today,3
is-a.cat,yourwalls.today,1
not.iee.engineer,pawoo.net,1
mastodon.im,pawoo.net,1
social.lsnet.eu,troet.cafe,1
unvernunft.social,aus.social,1
eeee.no,social.vivaldi.net,1
akko.wtf,linfan.moe,1
lain.com,linfan.moe,1
void.lgbt,linfan.moe,1
retro-gaiden.com,chaos.social,1
kudzu.ca,chaos.social,1
social.undergroundsche.me,chaos.social,1
thegoblin.market,mastodonapp.uk,1
wien.rocks,writing.exchange,1
onycha.monster,writing.exchange,1
friendica.myportal.social,writing.exchange,1
social.translunar.academy,kind.social,1
vis.social,kind.social,1
mastodon.green,kind.social,1
epicure.social,kind.social,1
mastodon.beer,kind.social,1
strangeobject.space,kind.social,1
universeodon.com,kind.social,1
fedia.social,pawb.fun,1
jardinminiature.fedicity.net,bookwor.ms,1
friendica.world,tffp.masto.host,1
k8s.social,norden.social,1
hackers.town,norden.social,2
iam.reasonably.social,mastodon.scot,1
mstdn.jp,shitpost.cloud,2
mas.to,iosdev.space,1
sfba.social,iosdev.space,1
varishangout.net,shitpost.cloud,3
toot.io,iosdev.space,1
ak.lavenderfield.xyz,void.lgbt,1
dybbuk.club,void.lgbt,1
lethallava.land,void.lgbt,1
transfem.social,void.lgbt,1
mastodontech.de,cysec.social,1
mastodon.m1234.de,troet.cafe,1
cville.online,mastodon.art,2
hactivedirectory.com,mastodon.art,1
dood.net,mastodon.art,1
eattherich.club,sfba.social,1
messydesk.social,sfba.social,1
recurse.social,sfba.social,1
pixel.kjz.ca,sfba.social,1
fedi.social,sfba.social,1
fandom.ink,sfba.social,1
astrodon.social,defcon.social,2
todon.nl,defcon.social,1
notes.whatthefuck.computer,defcon.social,1
lediva.masto.host,defcon.social,1
ohai.social,defcon.social,1
fosstodon.org,sakurajima.moe,1
spinster.xyz,seal.cafe,2
wandzeitung.xyz,fedinerds.social,1
stolat.town,social.vivaldi.net,1
h-net.social,social.vivaldi.net,1
social.servus.at,social.vivaldi.net,1
xn--baw-joa.social,social.vivaldi.net,2
pfalz.social,social.vivaldi.net,1
snowmans.land,social.vivaldi.net,1
mastodon.no2nd.earth,social.vivaldi.net,1
pod.social,noauthority.social,1
fedinerds.social,literatur.social,2
mastodon.nl,mastodon.coffee,2
infosec.exchange,mastodon.coffee,1
mastodon.scot,me.dm,1
mastodon.radio,mapstodon.space,1
piipitin.fi,mastobotti.eu,1
zelk.space,fedi.computernewb.com,1
masto.ai,fedi.computernewb.com,1
dice.camp,fedi.computernewb.com,2
oomfie.city,fedi.computernewb.com,1
mastodon.online,fedi.computernewb.com,1
todon.eu,fedi.computernewb.com,2
jorts.horse,fedi.computernewb.com,2
burnthis.town,fedi.computernewb.com,2
chaos.social,fedi.computernewb.com,2
gts.apicrim.es,fedi.computernewb.com,2
floofy.tech,fedi.computernewb.com,1
sk.unix.dog,fedi.computernewb.com,1
10mb.social,fedi.computernewb.com,1
meow.social,fedi.computernewb.com,1
sakurajima.social,fedi.computernewb.com,1
kitsunes.club,fedi.computernewb.com,1
social.translunar.academy,fedi.computernewb.com,1
social.piweb.be,fosstodon.org,1
social.translunar.academy,mastodon.scot,1
feistycricket.org,techhub.social,1
spacey.space,mastodon.scot,1
kinkyelephant.com,mastodon.scot,1
indiepocalypse.social,beige.party,1
tooter.wishy.co.uk,beige.party,1
bitforged.social,beige.party,1
vocalounge.cafe,wetdry.world,2
dragonscave.space,wetdry.world,1
mastodon.lithium03.info,mstdn.poyo.me,2
mstdn.science,sueden.social,1
mastodon.pnpde.social,sueden.social,1
n.noxexcelsis.online,qdon.space,1
androiddev.social,sueden.social,1
m.ai6yr.org,sueden.social,1
blobfox.coffee,sueden.social,1
systems.social,sueden.social,1
chattrbx.com,sueden.social,1
mindly.social,sueden.social,1
mefi.social,sueden.social,1
eitelh.uber.space,sueden.social,1
autistics.life,sueden.social,1
oslo.town,sueden.social,1
catcatnya.com,sueden.social,1
mystical.garden,sunny.garden,1
sueden.social,phpc.social,1
stranger.social,writing.exchange,1
focal.love,phpc.social,1
pixelfed.social,phpc.social,1
sosial.nyheimen.no,fosstodon.org,1
m.hirad.it,fosstodon.org,1
mi.mashiro.site,mstdn.maud.io,1
mastodon.twictee.org,mastodon.scollectif.fr,1
mastodon.online,this.mouse.rocks,1
tacobelllabs.net,critter.cafe,1
housecat.space,critter.cafe,1
mewblog.thepolarbear.co.uk,fosstodon.org,1
biketoot.com,fosstodon.org,1
better.boston,fosstodon.org,1
sunny.garden,indieweb.social,1
fedi.erin.lgbt,indieweb.social,1
types.pl,indieweb.social,1
duckpon.de,indieweb.social,1
im-in.space,indieweb.social,1
cloudisland.nz,indieweb.social,1
social.telemetrydeck.com,indieweb.social,1
digitalcourage.social,indieweb.social,1
merveilles.town,equestria.social,1
goblin.camp,equestria.social,1
plush.city,equestria.social,1
mastodon.ml,equestria.social,1
baraag.net,equestria.social,1
fabulous.social,chaos.social,1
social.veltens.org,chaos.social,1
alico.nexus,chaos.social,1
crimew.gay,chaos.social,1
bynight.cafe,chaos.social,1
kinkyelephant.com,ohai.social,1
m.otter.homes,ohai.social,1
frontrange.co,ohai.social,1
gameliberty.club,yandere.cc,1
lab.nyanide.com,yandere.cc,1
kosmos.social,mas.to,1
fed.interfree.ca,mastodon.world,1
junimo.party,mastodon.world,1
pawb.fun,mastodon.nl,1
eno1.dev,mas.to,1
chaotic.fun,pawoo.net,1
mastodon.world,syzito.xyz,2
mathstodon.xyz,syzito.xyz,2
mastodon.brk.io,syzito.xyz,1
mas.to,syzito.xyz,1
infosec.exchange,syzito.xyz,3
ieji.de,syzito.xyz,1
eigenmagic.net,syzito.xyz,1
hachyderm.io,syzito.xyz,2
sb17.space,syzito.xyz,1
writing.exchange,syzito.xyz,1
mastodon.coffee,syzito.xyz,1
genserver.social,syzito.xyz,1
sfba.social,syzito.xyz,1
syzito.xyz,syzito.xyz,2
retro.pizza,syzito.xyz,1
mstdn.social,syzito.xyz,1
mastodonapp.uk,syzito.xyz,1
gardenstate.social,syzito.xyz,1
pi4b.tail65cfe.ts.net,mastodonapp.uk,1
autistics.life,tweesecake.social,1
mastodon.ie,tweesecake.social,2
brotkru.me,swiss.social,1
literatur.social,swiss.social,1
alive.bar,photodn.net,1
misskey.7ka.org,photodn.net,1
chaos.social,photodn.net,1
m.cmx.im,photodn.net,1
pixelfed.social,photodn.net,1
o3o.ca,photodn.net,1
social.tchncs.de,photodn.net,1
wxw.moe,photodn.net,2
mastodon.online,photodn.net,1
stelpolva.moe,photodn.net,1
mstdn.nekonote.cc,photodn.net,1
fandom.ink,mikuobsession.net,1
masto.deoan.org,mastodonapp.uk,2
friendica.hubup.pro,social.vivaldi.net,1
blackrock.city,social.vivaldi.net,1
dju.social,social.vivaldi.net,1
bookwor.ms,social.mikutter.hachune.net,1
friends.grishka.me,social.vivaldi.net,1
mastodon.juggler.jp,social.mikutter.hachune.net,1
pawoo.net,mistodon.cloud,1
iyasaretai.pw,mistodon.cloud,1
mastodon.art,toot.io,4
social.mikutter.hachune.net,m.aqr.af,5
mastodon.online,masto.ink,1
oomfie.city,aus.social,1
social.systemz.pl,aus.social,1
blog.taursnd.haus,aus.social,1
newsmast.social,aus.social,1
furries.club,aus.social,1
hacky.town,aus.social,1
social.feep.org,aus.social,1
mastodon.libre-entreprise.com,aus.social,1
bayes.club,aus.social,1
darmstadt.social,aus.social,1
mastodon.miicat.eu,aus.social,1
luzeed.org,aus.social,1
xerrem.xyz,aus.social,1
ack.nerdfight.online,aus.social,2
pics.gayfr.online,aus.social,1
peculiar.florist,aus.social,2
mstdn.jp,under-bank.blue,1
mastodon.social,under-bank.blue,1
meow.social,mastodon.derg.nz,1
mastodon.world,mastodon.derg.nz,1
gettoyapping.phite.ro,mastodon.derg.nz,1
tech.lgbt,mastodon.derg.nz,1
infosec.exchange,mastodon.falconk.rocks,2
retro.pizza,mastodon.falconk.rocks,1
masto.vy-let.software,mastodon.falconk.rocks,1
mastodon.social,mastodon.falconk.rocks,1
kvlt.zone,mastodon.falconk.rocks,1
chaosfem.tw,mastodon.falconk.rocks,1
dads.cool,mastodon.falconk.rocks,1
sakurajima.moe,guild.pmdcollab.org,1
mst.airikr.me,infosec.exchange,1
gts.batsense.net,infosec.exchange,1
h4.io,mastodonapp.uk,1
vermont.masto.host,mastodon.scot,1
livellosegreto.it,mastodon.scot,2
newsmast.social,mastodon.scot,2
swiss.social,mastodon.scot,1
animal.business,mastodon.scot,1
oslo.town,mastodonapp.uk,1
snowmans.land,mastodonapp.uk,1
mastodon.acm.org,mastodonapp.uk,1
mastodon.pl,mastodonapp.uk,1
mastodon.petripulkkinen.social,mastodonapp.uk,1
bark.lgbt,mastodonapp.uk,1
social.stefanberger.net,mastodonapp.uk,1
social.portertech.ca,mastodonapp.uk,1
mstdn.love,mastodonapp.uk,1
socl.bz,mastodonapp.uk,1
loves.tech,mastodonapp.uk,1
mastodon.hegedus.me,mastodonapp.uk,1
mapstodon.space,mastodonapp.uk,1
tuiter.rocks,mastodonapp.uk,1
gruene.social,mastodonapp.uk,1
mastodon.education,mastodonapp.uk,1
newsmast.social,mastodonapp.uk,2
pxlmo.com,mastodon.top,1
luzeed.org,mastodon.top,1
sfba.social,mastodon.top,1
heads.social,mastodon.top,1
masto.pt,mastodon.top,1
mastodon.nl,mastodon.top,1
mastodon.gal,mastodon.top,1
shark.datenkastl.de,mastodon.top,1
swiss.social,mastodon.top,1
gram.social,mastodon.top,1
aus.social,mastodon.top,1
mastodon.arch-linux.cz,mastodon.top,1
wien.rocks,mastodon.top,1
anticapitalist.party,mastodon.top,1
is-a.cat,paquita.masto.host,1
brettspiel.space,sunny.garden,1
mastodon.nl,mastouille.fr,1
n-odes.social,sunny.garden,1
gayfr.social,sunny.garden,1
mastodontti.fi,sunny.garden,1
h-net.social,h-net.social,1
mastodon.mg,social.sciences.re,1
social.gaven.me,mamot.fr,1
tootr.co,aus.social,1
fantastic.earth,aus.social,1
mastodon.infinitybeardesigns.com,aus.social,1
ohai.social,kotobaphil-mtdn.eu,2
pone.social,fosstodon.org,1
wandering.shop,masto.posting.haus,1
jorts.horse,masto.posting.haus,1
dads.cool,masto.posting.haus,1
kvlt.zone,masto.posting.haus,1
hates.company,masto.posting.haus,1
peoplemaking.games,masto.posting.haus,1
social.erambert.me,masto.posting.haus,1
fairy.id,troet.cafe,1
tux.social,troet.cafe,1
xarxa.cloud,troet.cafe,1
social.stefanberger.net,troet.cafe,1
pan.rent,troet.cafe,1
fossdev.fr,nrw.social,1
social.cutie.team,nrw.social,1
social.g2od.ch,nrw.social,1
pixel.tchncs.de,nrw.social,1
mstdn.jp,shelter.moe,1
wikis.world,shelter.moe,1
ohai.social,expressional.social,1
toot.cat,mefi.social,1
toot.boston,mefi.social,1
mastodonapp.uk,mefi.social,1
socially.drinkingatmy.computer,freesoftwareextremist.com,1
poliverso.org,mastodon.scot,1
norcal.social,chaos.social,1
mastodon.ie,respublicae.eu,2
pol.social,respublicae.eu,5
forgi.social,chaos.social,1
meow.lgbt,chaos.social,1
miniwa.moe,chaos.social,1
guild.pmdcollab.org,chaos.social,1
o0o.social,chaos.social,1
fellies.social,chaos.social,1
social.menzel.lol,chaos.social,1
misskey.xania.fr,chaos.social,1
suya.place,chaos.social,1
mastodon.nl,respublicae.eu,17
helvede.net,respublicae.eu,1
gayfr.social,respublicae.eu,1
nerdculture.de,warhammer.social,1
myside-yourside.net,hugz.online,1
hear-me.social,hugz.online,1
dobbs.town,hugz.online,1
chaosfem.tw,hugz.online,4
shark.community,hugz.online,1
social.lightbeamapps.com,hugz.online,1
social.linux.pizza,oomfie.city,1
bark.lgbt,oomfie.city,1
is.nota.live,oomfie.city,1
gaysex.cloud,oomfie.city,1
mstdn.isometry.group,oomfie.city,1
tech.lgbt,oomfie.city,1
mstdn.social,afterspace.rocks,1
mastodon.social,afterspace.rocks,2
soc.psynet.me,hachyderm.io,1
social.toot9.de,infosec.exchange,1
owo.cafe,social.mikutter.hachune.net,1
mstdn.nekonote.cc,mastodon.motcha.tech,4
mattyaski.co,mastodon.motcha.tech,1
techhub.social,mast.eu.org,1
fosstodon.org,mast.eu.org,1
seal.cafe,girlboss.gaslight.love,1
sunny.garden,girlboss.gaslight.love,1
fsebugoutzone.org,freesoftwareextremist.com,1
princess.wedding,freesoftwareextremist.com,1
masto.digittante.com,beige.party,1
toots.nu,beige.party,1
them.cheeky.wales,beige.party,1
functional.cafe,dice.camp,1
bears.town,dice.camp,1
norcal.social,dice.camp,1
social.granularperspective.com,dice.camp,1
twit.social,lounge.town,5
mstdn.party,lounge.town,10
masto.ai,lounge.town,1
c.im,lounge.town,1
montereybay.social,lounge.town,3
beige.party,lounge.town,2
ieji.de,lounge.town,3
disabled.social,lounge.town,1
sfba.social,lounge.town,1
social.raytec.co,lounge.town,1
petrous.vislae.town,lounge.town,1
hachyderm.io,lounge.town,1
mastodon.online,lounge.town,2
esq.social,fosstodon.org,1
thinkydoers.social,fosstodon.org,1
mastodon.berlin,aus.social,1
breastmilk.club,eveningzoo.club,1
literatur.social,social.boxingpreacher.net,1
sunny.garden,social.boxingpreacher.net,1
mastodon.social,social.boxingpreacher.net,1
terra.techpriesthub.xyz,social.boxingpreacher.net,1
social.fbxl.net,social.xenofem.me,1
front-end.social,autistics.life,1
med-mastodon.com,autistics.life,1
wandering.shop,autistics.life,1
mastodon.art,autistics.life,3
pouet.chapril.org,autistics.life,1
toot.garden,autistics.life,1
bumscode.com,autistics.life,1
toot.cat,autistics.life,3
mastodonapp.uk,autistics.life,1
mastodon.nz,autistics.life,1
social.coop,autistics.life,1
mathstodon.xyz,autistics.life,1
mastodon.coffee,autistics.life,1
toad.social,autistics.life,1
fediscience.org,autistics.life,1
universeodon.com,autistics.life,2
sociale.network,autistics.life,1
mastodon.online,autistics.life,1
shakedown.social,autistics.life,1
toots.nu,autistics.life,1
jawns.club,autistics.life,1
dragonscave.space,autistics.life,1
sfba.social,autistics.life,3
elekk.xyz,autistics.life,1
queer.party,autistics.life,1
tech.lgbt,autistics.life,2
mindly.social,autistics.life,1
vmst.io,autistics.life,1
aus.social,autistics.life,1
fedibird.com,autistics.life,1
lincolnite.net,autistics.life,1
musician.social,autistics.life,1
mspsocial.net,autistics.life,2
fosstodon.org,weird.autos,1
ecoevo.social,autistics.life,1
kolektiva.social,autistics.life,1
wetdry.world,autistics.life,1
fosstodon.org,autistics.life,1
convo.casa,autistics.life,1
kind.social,autistics.life,1
social.treehouse.systems,autistics.life,1
geekdom.social,mastodon.art,1
mindly.social,wetdry.world,2
akko.isabelroses.com,wetdry.world,1
mstdn.jp,wetdry.world,1
fedi.intragon.org,mastodon.social,1
piipitin.fi,mastodon.nl,1
o0o.social,mastodon.world,1
handmade.social,mastodon.online,1
inkconceivable.me,mastodon.world,1
trolley.seattlebus.space,mastodon.world,1
mastodon.circle.lt,mastodon.world,1
friendica.utzer.de,mastodon.world,1
social.tchncs.de,respublicae.eu,4
darmstadt.social,respublicae.eu,1
mstdn.science,respublicae.eu,2
fediscience.org,respublicae.eu,1
recsys.social,respublicae.eu,1
mastodon.eternalaugust.com,chaos.social,1
social.harpia.red,mastodonapp.uk,1
social.mooneyed.de,mastodonapp.uk,1
queer.cool,super-gay.co,1
piaille.fr,super-gay.co,4
mas.to,super-gay.co,1
tooting.ch,super-gay.co,1
eldritch.cafe,super-gay.co,1
octodon.social,super-gay.co,1
tutut.delire.party,super-gay.co,1
pouet.chapril.org,super-gay.co,1
mamot.fr,super-gay.co,1
m.g3l.org,super-gay.co,1
tootr.co,super-gay.co,1
diaspodon.fr,super-gay.co,1
pics.gayfr.online,super-gay.co,1
pastel-pink.life,super-gay.co,1
tech.lgbt,super-gay.co,1
cafe.mycelium.locahlo.st,void.lgbt,1
mskey.nekomimi.party,void.lgbt,1
snug.moe,void.lgbt,3
social.grat.gay,void.lgbt,1
total.necrophilia.win,void.lgbt,1
fedi.aria.dog,void.lgbt,1
infosec.exchange,o3o.ca,1
social.treehouse.systems,o3o.ca,1
spaceup.city,universeodon.com,1
trekkies.social,universeodon.com,1
jasette.facil.services,climatejustice.social,1
toot.wales,climatejustice.social,1
syzito.xyz,climatejustice.social,1
frikiverse.zone,retro.pizza,1
social.tchncs.de,livellosegreto.it,1
fluffy.family,livellosegreto.it,1
mastodon.nu,livellosegreto.it,1
friendica.world,livellosegreto.it,1
mastodon.chriswiegman.com,livellosegreto.it,1
social.coop,livellosegreto.it,1
disabled.social,livellosegreto.it,1
glaceon.social,livellosegreto.it,1
mastodon.xyz,livellosegreto.it,1
masto.asonix.dog,livellosegreto.it,1
squad.town,livellosegreto.it,1
433.world,livellosegreto.it,1
sy.nthia.dev,livellosegreto.it,1
glitch.cat.family,livellosegreto.it,1
5dollah.click,decayable.ink,1
whinge.town,decayable.ink,1
www.minds.com,shitpost.cloud,2
social.cloudonaut.io,bluecoat.social,1
social.illusory.ink,mastodon.art,1
malenfant.net,mastodon.art,1
xoxo.zone,social.vivaldi.net,1
leds.social,social.vivaldi.net,1
social.troll.academy,social.vivaldi.net,1
gotosocial.minus1.com,social.vivaldi.net,1
mastodon.murkworks.net,social.vivaldi.net,1
hachyderm.io,me.dm,1
varishangout.net,annihilation.social,1
zirk.us,hugz.online,1
ieji.de,hugz.online,1
aelf.ee,texasobserver.social,1
mefi.social,texasobserver.social,1
denton.social,texasobserver.social,1
socel.net,texasobserver.social,1
achrilock.social,texasobserver.social,1
m6n.io,texasobserver.social,1
mstdn.social,texasobserver.social,1
discuss.smash.today,texasobserver.social,1
mstdn.ca,texasobserver.social,1
sfba.social,texasobserver.social,1
mastodon.muage.org,mastodon.art,1
glitch.taks.garden,mastodon.art,1
misskey.design,mastodon.art,1
keyboards.social,mastodon.art,1
zusammenkunft.net,mastodon.art,1
misskey.flowers,friends.cafe,1
beige.party,sciencemastodon.com,1
sunny.garden,sciencemastodon.com,1
pixelfed.social,sciencemastodon.com,1
chaos.social,sciencemastodon.com,1
mastodon.nz,sciencemastodon.com,1
mastodon.art,sciencemastodon.com,1
wandering.shop,sciencemastodon.com,2
a11y.info,sciencemastodon.com,1
sfba.social,sciencemastodon.com,1
social.vivaldi.net,sciencemastodon.com,1
est.social,est.social,1
social.thewhole.site,infosec.exchange,1
climatejustice.rocks,universeodon.com,1
mastodon.grml.de,universeodon.com,1
fediscience.org,social.lol,1
ravenation.club,vmst.io,1
mastodon.africa,vmst.io,1
fossdev.fr,vmst.io,1
freeatlantis.com,jollyville.net,1
reseau.innooo.fr,mamot.fr,1
disco.grtsk.com,mamot.fr,1
hacksrus.xyz,mastodon.scot,1
woof.tech,mastodon.scot,1
xtaldave.net,mastodon.scot,1
stoat.zone,mastodon.scot,1
pouet.chapril.org,mastodon.scot,1
toot.garden,mastodon.scot,1
mastodon.world,milker.cafe,1
social.dhelonious.de,sueden.social,1
social.kelliwic.net,ratherbemaking.games,1
altelectron.org.uk,chaos.social,1
void.0x0a.de,chaos.social,1
burningnebula.net,chaos.social,1
mastodon.foxfire.dev,troet.cafe,1
masto.nobigtech.es,chaos.social,1
pan.rent,chaos.social,1
mstdn.mx,troet.cafe,1
toot.portes-imaginaire.org,mastodon.scot,1
fosstodon.org,101010.pl,1
techhub.social,101010.pl,1
tootr.co,bitbang.social,2
pixelfed.social,bitbang.social,1
dice.camp,bitbang.social,1
pounced-on.me,bitbang.social,1
dialup.cafe,bitbang.social,1
metapixl.com,bitbang.social,1
social.restless.systems,bitbang.social,1
pleroma.m68k.church,bitbang.social,1
cyberplace.social,dice.camp,1
friend.camp,dice.camp,1
anar.chi.st,mamot.fr,2
s.pebcak.de,fosstodon.org,1
fediver.de,fosstodon.org,1
tardis.pw,fosstodon.org,1
social.codigoparallevar.com,fosstodon.org,1
social.zagrodnick.de,fosstodon.org,1
masto.ctms.me,fosstodon.org,2
queer.party,techhub.social,1
iosdev.space,techhub.social,1
social.coop,mastodonczech.cz,1
f.pavlik.top,mastodonczech.cz,1
archaeo.social,assemblag.es,1
ohai.social,meteo.social,1
mastodonczech.cz,genomic.social,1
mastodon.arch-linux.cz,genomic.social,1
f.cz,genomic.social,1
witter.cz,genomic.social,1
mastodon.social,genomic.social,10
beige.party,genomic.social,3
mstdn.ca,genomic.social,3
mastodon.ie,genomic.social,2
fnordon.de,genomic.social,1
mstdn.social,genomic.social,2
mindly.social,genomic.social,1
mastodonapp.uk,genomic.social,1
oldbytes.space,genomic.social,1
libretooth.gr,genomic.social,1
toot.cat,genomic.social,2
bookstodon.com,genomic.social,1
infosec.exchange,genomic.social,1
social.tchncs.de,genomic.social,1
aus.social,genomic.social,1
historians.social,genomic.social,1
mastodon.world,genomic.social,2
mastodon.me.uk,genomic.social,1
spacey.space,genomic.social,1
mastodon.xyz,genomic.social,1
sfba.social,genomic.social,1
freeradical.zone,genomic.social,1
ieji.de,genomic.social,1
med-mastodon.com,genomic.social,1
mastodon.opencloud.lu,mastodon.opencloud.lu,1
newsie.social,mastodon.opencloud.lu,1
troet.cafe,mastodon.opencloud.lu,1
gayfr.social,mastodon.opencloud.lu,1
iosdev.space,mastodon.design,1
twit.social,fops.cloud,1
503junk.house,fosstodon.org,1
